sku,sort_order,url
BOHEMEP75C,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/d/i/diptyque-eau-de-parfum-benjoin-boheme-75ml-bohemep75c-1_2.jpg
BOHEMEP75C,3,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-de-parfum-benjoin-boheme-75ml-bohemep75c-1_2.jpg
BOHEMEP75C,4,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-de-parfum-benjoin-boheme-75ml-bohemep75c-2___2.png
BOHEMEP75C,5,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-de-parfum-benjoin-boheme-75ml-bohemep75c-3___2.png
BJ3,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/b/j/bj3p_1__16hkm0lemjxfjg5s.jpg
BJ3,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/b/j/bj3p_1__16hkm0lemjxfjg5s.jpg
BJ3,3,https://www.diptyque-cn.com/media/catalog/product/b/j/bj3p_1__16hkm0lemjxfjg5s.jpg
BJ3,4,https://www.diptyque-cn.com/media/catalog/product/b/j/bj3p_2__cvhr2qjhcbreuoxz.jpg
BJ3,5,https://www.diptyque-cn.com/media/catalog/product/b/j/bj3p_3__1w6vzfuym5r54xvt.jpg
BJ3,6,https://www.diptyque-cn.com/media/catalog/product/h/e/herbier_ctm_visuel_benjoin-190g_2024_rvb_hd_diptyque_rvb_2025x2700px.jpg
B2,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/b/2/b2_1_scagaqbwdnfhrqif.jpg
B2,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/b/2/b2_1_scagaqbwdnfhrqif.jpg
B2,3,https://www.diptyque-cn.com/media/catalog/product/b/2/b2_1_scagaqbwdnfhrqif.jpg
B2,4,https://www.diptyque-cn.com/media/catalog/product/b/2/b2_3_g8vnffdl8k0jnco4.jpg
B2,5,https://www.diptyque-cn.com/media/catalog/product/b/2/b2_2_cdjmmb8ghjjb9sem.jpg
B600,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/d/i/diptyque-baies-berries-candle-600g-b600-1.jpg
B600,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/d/i/diptyque-baies-berries-candle-600g-b600-1.jpg
B600,3,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-baies-berries-candle-600g-b600-1.jpg
B600,4,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-baies-berries-candle-600g-b600-3.jpg
B600,5,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-baies-berries-candle-600g-b600-4.jpg
DECO01424,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/c/o/couver_4_2_.jpg
DECO01424,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/c/o/couver_4_2_.jpg
DECO01424,3,https://www.diptyque-cn.com/media/catalog/product/c/o/couver_4_2_.jpg
DECO01424,4,https://www.diptyque-cn.com/media/catalog/product/c/o/couver_2_6_.jpg
DECO01425,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/c/o/couvercle-astragale-noir-bougie-600g_accessoires-de-bureau-deco01425_rvb_hd_fond-gris_spec-ecom_1_diptyque_1.jpg
DECO01425,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/c/o/couvercle-astragale-noir-bougie-600g_accessoires-de-bureau-deco01425_rvb_hd_fond-gris_spec-ecom_1_diptyque_1.jpg
DECO01425,3,https://www.diptyque-cn.com/media/catalog/product/c/o/couvercle-astragale-noir-bougie-600g_accessoires-de-bureau-deco01425_rvb_hd_fond-gris_spec-ecom_1_diptyque_1.jpg
DECO01425,4,https://www.diptyque-cn.com/media/catalog/product/c/o/couvercle-astragale-noir-bougie-600g_accessoires-de-bureau_deco01425_rvb_hd_spec-ecom_fond-gris_2_diptyque_1.jpg
DECO00860,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/d/i/diptyque-black-medicis-vase-deco00860-2__.web.png
DECO00860,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/d/i/diptyque-black-medicis-vase-deco00860-2__.web.png
DECO00860,3,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-black-medicis-vase-deco00860-2__.web.png
DECO00860,4,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-black-medicis-vase-deco00860-1__.web.png
BOISCOR100,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/1/-/1-2_1.jpg
BOISCOR100,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/1/-/1-2_1.jpg
BOISCOR100,3,https://www.diptyque-cn.com/media/catalog/product/1/-/1-2_1.jpg
BOISCOR100,4,https://www.diptyque-cn.com/media/catalog/product/l/e/les_essences_de_diptyque_2025_visuel_secondaire_bois_corse_ingredients_rvb_2025x2700_diptyque.jpg
BOISCOR100,5,https://www.diptyque-cn.com/media/catalog/product/2/_/2_10.jpg
BN3,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/b/n/bn3_1_4hpfbd6riaij8epr.jpg
BN3,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/b/n/bn3_1_4hpfbd6riaij8epr.jpg
BN3,3,https://www.diptyque-cn.com/media/catalog/product/b/n/bn3_1_4hpfbd6riaij8epr.jpg
BN3,4,https://www.diptyque-cn.com/media/catalog/product/b/n/bn3_3_puokbrkvlu0ztooz.jpg
BN3,5,https://www.diptyque-cn.com/media/catalog/product/b/n/bn3_2_djspwn5klpynwesr.jpg
FB2,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/f/b/fb2_1_yaxudaz2s0sc3zbj.jpg
FB2,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/f/b/fb2_1_yaxudaz2s0sc3zbj.jpg
FB2,3,https://www.diptyque-cn.com/media/catalog/product/f/b/fb2_1_yaxudaz2s0sc3zbj.jpg
FB2,4,https://www.diptyque-cn.com/media/catalog/product/f/b/fb2_3_bstjtpldmx2bcaa4.jpg
FB2,5,https://www.diptyque-cn.com/media/catalog/product/f/b/fb2_2_xoifnpgn4wg9kvno.jpg
FB2,6,https://www.diptyque-cn.com/media/catalog/product/h/e/herbier_ctm_visuel_feu-de-bois-190g_2026_rvb_bd_2025x2700.jpg
FL4,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/f/l/fl4_1_osibrf9t76ajuw6u.jpg
FL4,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/f/l/fl4_1_osibrf9t76ajuw6u.jpg
FL4,3,https://www.diptyque-cn.com/media/catalog/product/f/l/fl4_1_osibrf9t76ajuw6u.jpg
FL4,4,https://www.diptyque-cn.com/media/catalog/product/f/l/fl4_3_wvjvq6ttw0snrjxe.jpg
FL4,5,https://www.diptyque-cn.com/media/catalog/product/f/l/fl4_2_iayrrg9qfqzhrn7q.jpg
FL4,6,https://www.diptyque-cn.com/media/catalog/product/h/e/herbier_visuel_feuille-de-lavande-190g_2026_rvb_bd_2025x2700.jpg
FI2,1,https://www.diptyque-cn.com/media/catalog/product/cache/92fa2b1df8db014d76385e086405e64c/f/i/fi2_1_ikdaafysrr5edx2z.jpg
FI2,2,https://www.diptyque-cn.com/media/catalog/product/cache/0987c99951d906691ae11a3724116354/f/i/fi2_1_ikdaafysrr5edx2z.jpg
