sku,sort_order,category_path
BZHOLDLENS,6,decoration/see-all
BZHOLDLENS,7,home/accessories
DECO01411,1,decoration/stationery
DECO01411,2,new-and-trending
GA2,1,home
GA2,2,home/scented-candles
GA2,3,home/scented-candles/classic-scented-candles
HGGGCARB3,1,home/diffusers
HGGGCARB3,2,home/diffusers/hourglass-diffuser
HGGGRCARB2,1,home/diffusers
HGGGRCARB2,2,home/diffusers/hourglass-diffuser
HGGGRCARB2,3,home/diffusers/inserts
CAPSGG,1,home
CAPSGG,2,home/diffusers
CAPSGG,3,home/diffusers/diffuseurs-electriques
CAPSGG,4,home/diffusers/inserts
VGGV1,1,home
VGGV1,2,home/diffusers
VGGV1,3,home/room-sprays
CHOLDER4LV1,1,decoration
CHOLDER4LV1,2,decoration/best-seller-deco
CHOLDER4LV1,3,decoration/candle-holders
CHOLDER4LV1,4,decoration/candles-and-accessories
CHOLDER4LV1,5,decoration/objects
CHOLDER4LV1,6,decoration/see-all
CHOLDER4LV1,7,home/accessories
CHOLDER4V1,1,decoration
CHOLDER4V1,2,decoration/candle-holders
CHOLDER4V1,3,decoration/candles-and-accessories
CHOLDER4V1,4,decoration/objects
CHOLDER4V1,5,decoration/see-all
CHOLDER4V1,6,home/accessories
DECO01305,1,decoration
DECO01305,2,decoration/candle-holders
DECO01305,3,decoration/candles-and-accessories
DECO01305,4,decoration/gift-ideas-deco
DECO01305,5,decoration/objects
DECO01305,6,decoration/see-all
DECO01305,7,home/accessories
DECO01070,1,decoration
DECO01070,2,decoration/candle-holders
DECO01070,3,decoration/candles-and-accessories
DECO01070,4,decoration/gift-ideas-deco
DECO01070,5,decoration/objects
DECO01070,6,decoration/see-all
DECO01070,7,home/accessories
PSNUFFER,1,decoration/candles-and-accessories
PSNUFFER,2,decoration/objects
PSNUFFER,3,decoration/see-all
PSNUFFER,4,home
PSNUFFER,5,home/accessories
PWT,1,decoration/candles-and-accessories
PWT,2,decoration/objects
PWT,3,decoration/see-all
PWT,4,home
PWT,5,home/accessories
DECO01371,1,decoration
DECO01371,2,decoration/gift-ideas-deco
DECO01371,3,decoration/objects
DECO01371,4,decoration/ornaments
DECO01371,5,decoration/see-all
DECO01371,6,decoration/tray
AU2,1,home
AU2,2,home/scented-candles
AU2,3,home/scented-candles/classic-scented-candles
DECO01647,1,new-and-trending
FI600,1,new-and-trending/summer-scents
SENSHCREAM,1,bath-body-care/summer-rituals
SUM26MILK200,1,bath-body-care/body-care
SUM26MILK200,2,bath-body-care/summer-rituals
DECO00722,1,decoration
DECO00722,2,decoration/candle-holders
DECO00722,3,decoration/candles-and-accessories
DECO00722,4,decoration/objects
DECO00722,5,decoration/see-all
DECO00722,6,home/accessories
DECO00722,7,new-and-trending/summer-scents
I2,1,home
I2,2,home/scented-candles
I2,3,home/scented-candles/classic-scented-candles
JA70V,1,home
JA70V,2,home/scented-candles
JA70V,3,home/scented-candles/small-scented-candles
DECO01269,1,decoration/ornaments
JG3,1,home
JG3,2,home/scented-candles
JG3,3,home/scented-candles/classic-scented-candles
GV2,1,home
GV2,2,home/scented-candles
GV2,3,home/scented-candles/classic-scented-candles
GV2,4,new-and-trending/summer-scents
EAU100V2,1,fragrances/eaux-de-toilette
OMBREP75C,1,fragrances
OMBREP75C,2,fragrances/collections/l-ombre-dans-l-eau
OMBREP75C,3,fragrances/eaux-de-parfum
OMBREP75C,4,fragrances/tous-les-parfums
OMBRE100V2,1,fragrances
OMBRE100V2,2,fragrances/best-sellers-fragrances
OMBRE100V2,3,fragrances/collections/l-ombre-dans-l-eau
OMBRE100V2,4,fragrances/eaux-de-toilette
OMBRE100V2,5,fragrances/tous-les-parfums
OMBRE50V2,1,fragrances
OMBRE50V2,2,fragrances/collections/l-ombre-dans-l-eau
OMBRE50V2,3,fragrances/eaux-de-toilette
OMBRE50V2,4,fragrances/tous-les-parfums
VDRG150,1,home
VDRG150,2,home/collections/la-droguerie-collection
VDRG150,3,home/diffusers
VDRG150,4,home/diffusers/la-droguerie
VDRG150,5,home/gift-ideas-home
RPCA003,1,home
RPCA003,2,home/gift-ideas-home
RPCA003,3,home/scented-candles
RPCA003,4,home/scented-candles/valley-of-time-scented-candles
PCA003,1,home
PCA003,2,home/gift-ideas-home
PCA003,3,home/scented-candles
PCA003,4,home/scented-candles/valley-of-time-scented-candles
RPCA005,1,home
RPCA005,2,home/gift-ideas-home
RPCA005,3,home/scented-candles
RPCA005,4,home/scented-candles/valley-of-time-scented-candles
PCA005,1,home
PCA005,2,home/gift-ideas-home
PCA005,3,home/scented-candles
PCA005,4,home/scented-candles/valley-of-time-scented-candles
DECO01620,1,decoration/tray
DECO01621,1,decoration/tray
DECO01282,1,decoration
DECO01282,2,decoration/candles-and-accessories
DECO01282,3,decoration/lids-and-snuffers
DECO01282,4,decoration/objects
DECO01282,5,decoration/see-all
DECO01282,6,home/accessories
DECO00845,1,decoration
DECO00845,2,decoration/candles-and-accessories
DECO00845,3,decoration/objects
DECO00845,4,decoration/see-all
DECO00845,5,decoration/stands
DECO00846,1,decoration
DECO00846,2,decoration/candles-and-accessories
DECO00846,3,decoration/lids-and-snuffers
DECO00846,4,decoration/objects
DECO00846,5,decoration/see-all
DECO00846,6,home/accessories
DECO01374,1,decoration
DECO01374,2,decoration/dressing
DECO01374,3,decoration/objects
DECO01374,4,decoration/see-all
CHOLDER2L,1,decoration
CHOLDER2L,2,decoration/best-seller-deco
CHOLDER2L,3,decoration/candle-holders
CHOLDER2L,4,decoration/candles-and-accessories
CHOLDER2L,5,decoration/objects
CHOLDER2L,6,decoration/see-all
CHOLDER2L,7,home/accessories
CHOLDER2L,8,new-and-trending/summer-scents
DECO00713,1,decoration
DECO00713,2,decoration/best-seller-deco
DECO00713,3,decoration/objects
DECO00713,4,decoration/ornaments
DECO00713,5,decoration/see-all
DECO00713,6,decoration/vases
DECO01606,1,decoration/vases
DRGLEATHWOOD,1,home
DRGLEATHWOOD,2,home/collections/la-droguerie-collection
DRGLEATHWOOD,3,home/diffusers
DRGLEATHWOOD,4,home/diffusers/la-droguerie
DRGLEATHWOOD,5,home/gift-ideas-home
LY2,1,home
LY2,2,home/scented-candles
LY2,3,home/scented-candles/classic-scented-candles
LILYPHEA100,1,fragrances/collections/ledd
LILYPHEA100,2,fragrances/eaux-de-ledd
LILYPHEA100,3,fragrances/eaux-de-parfum
LILYPHEA100,4,fragrances/tous-les-parfums
LILYPHEA100,5,new-and-trending
LUNAMAR100,1,fragrances/collections/ledd
LUNAMAR100,2,fragrances/eaux-de-ledd
LUNAMAR100,3,fragrances/eaux-de-parfum
LUNAMAR100,4,fragrances/tous-les-parfums
LUNAMAR100,5,new-and-trending
BAUMEMAIN3,1,bath-body-care
BAUMEMAIN3,2,bath-body-care/all-bath-body-care
BAUMEMAIN3,3,bath-body-care/hand-care
MV2,1,home
MV2,2,home/scented-candles
MV2,3,home/scented-candles/classic-scented-candles
MV2,4,new-and-trending/summer-scents
MI3,1,home
MI3,2,home/best-sellers-home
MI3,3,home/collections/mimosa
MI3,4,home/scented-candles
MI3,5,home/scented-candles/classic-scented-candles
CARDIFMIM,1,home/collections/mimosa
CARDIFMIM,2,home/diffusers
CARDIFMIM,3,home/diffusers/diffusers
REFREEDMI,1,home
REFREEDMI,2,home/collections/mimosa
REFREEDMI,3,home/diffusers
REFREEDMI,4,home/diffusers/home-fragrance-diffusers
REFREEDMI,5,home/diffusers/inserts
HGMICARB,1,home/collections/mimosa
HGMICARB,2,home/diffusers
HGMICARB,3,home/diffusers/hourglass-diffuser
HGMICARB,4,new-and-trending/summer-scents
HGMIRCARB,1,home
HGMIRCARB,2,home/collections/mimosa
HGMIRCARB,3,home/diffusers
HGMIRCARB,4,home/diffusers/hourglass-diffuser
HGMIRCARB,5,home/diffusers/inserts
CAPSMIV1,1,home
CAPSMIV1,2,home/collections/mimosa
CAPSMIV1,3,home/diffusers
CAPSMIV1,4,home/diffusers/diffuseurs-electriques
CAPSMIV1,5,home/diffusers/inserts
DECO01592,1,decoration
DECO01592,2,decoration/lids-and-snuffers
DECO01592,3,new-and-trending
MS3,1,home
MS3,2,home/scented-candles
MS3,3,home/scented-candles/classic-scented-candles
DECO01595,1,decoration
DECO01595,2,decoration/lids-and-snuffers
DECO01595,3,new-and-trending
DRGMULTCLEAN,1,home
DRGMULTCLEAN,2,home/collections/la-droguerie-collection
DRGMULTCLEAN,3,home/diffusers
DRGMULTCLEAN,4,home/diffusers/la-droguerie
DRGMULTCLEAN,5,home/gift-ideas-home
MU3,1,home
MU3,2,home/scented-candles
MU3,3,home/scented-candles/classic-scented-candles
MY2,1,home
MY2,2,home/scented-candles
MY2,3,home/scented-candles/classic-scented-candles
NG2,1,home
NG2,2,home/scented-candles
NG2,3,home/scented-candles/classic-scented-candles
RPCA004,1,home
RPCA004,2,home/gift-ideas-home
RPCA004,3,home/scented-candles
RPCA004,4,home/scented-candles/valley-of-time-scented-candles
PCA004,1,home
PCA004,2,home/gift-ideas-home
PCA004,3,home/scented-candles
PCA004,4,home/scented-candles/valley-of-time-scented-candles
DRGODORCANDL,1,home
DRGODORCANDL,2,home/collections/la-droguerie-collection
DRGODORCANDL,3,home/diffusers
DRGODORCANDL,4,home/diffusers/la-droguerie
DRGODORCANDL,5,home/gift-ideas-home
OLENE100V3,1,fragrances
OLENE100V3,2,fragrances/eaux-de-toilette
OLENE100V3,3,fragrances/tous-les-parfums
OLENE50V3,1,fragrances
OLENE50V3,2,fragrances/eaux-de-toilette
OLENE50V3,3,fragrances/tous-les-parfums
OMBBGEL,1,bath-body-care/all-bath-body-care
OMBBGEL,2,bath-body-care/best-sellers
OMBBGEL,3,bath-body-care/body-care
OMBBGEL,4,bath-body-care/gift-ideas-body
OMBBLOTION,1,bath-body-care/all-bath-body-care
OMBBLOTION,2,bath-body-care/best-sellers
OMBBLOTION,3,bath-body-care/body-care
OMBBLOTION,4,bath-body-care/gift-ideas-body
OX3,1,home
OX3,2,home/scented-candles
OX3,3,home/scented-candles/classic-scented-candles
REFREEDFO,1,home
REFREEDFO,2,home/diffusers
REFREEDFO,3,home/diffusers/home-fragrance-diffusers
REFREEDFO,4,home/diffusers/inserts
O4,1,home
O4,2,home/scented-candles
O4,3,home/scented-candles/classic-scented-candles
O4,4,new-and-trending/summer-scents
ORPHBLOTION,1,bath-body-care
ORPHBLOTION,2,bath-body-care/all-bath-body-care
ORPHBLOTION,3,bath-body-care/best-sellers
ORPHBLOTION,4,bath-body-care/body-care
ORPHBLOTION,5,fragrances/cented-body-care
ORPHBLOTION,6,fragrances/collections/orpheon
ORPHBLOTION,7,fragrances/tous-les-parfums
ORPHBGELV1,1,bath-body-care
ORPHBGELV1,2,bath-body-care/all-bath-body-care
ORPHBGELV1,3,bath-body-care/body-care
ORPHBGELV1,4,fragrances/cented-body-care
ORPHBGELV1,5,fragrances/collections/orpheon
ORPHBGELV1,6,fragrances/tous-les-parfums
LARGEEDPOR,1,fragrances
LARGEEDPOR,2,fragrances/collections/orpheon
LARGEEDPOR,3,fragrances/eaux-de-parfum
ORPHP75C,1,fragrances
ORPHP75C,2,fragrances/best-sellers-fragrances
ORPHP75C,3,fragrances/collections/orpheon
ORPHP75C,4,fragrances/eaux-de-parfum
ORPHP75C,5,fragrances/tous-les-parfums
ORPHEDT100,1,fragrances
ORPHEDT100,2,fragrances/best-sellers-fragrances
ORPHEDT100,3,fragrances/collections/orpheon
ORPHEDT100,4,fragrances/eaux-de-parfum
ORPHEDT100,5,fragrances/eaux-de-toilette
ORPHEDT100,6,fragrances/tous-les-parfums
SOLIDEORPH,1,fragrances
SOLIDEORPH,2,fragrances/collections/orpheon
SOLIDEORPH,3,fragrances/solid-perfumes
SOLIDEORPH,4,fragrances/tous-les-parfums
RSOLIDEORPH,1,fragrances
RSOLIDEORPH,2,fragrances/collections/orpheon
RSOLIDEORPH,3,fragrances/solid-perfumes
RSOLIDEORPH,4,fragrances/tous-les-parfums
ORPHHCREAM,1,bath-body-care
ORPHHCREAM,2,bath-body-care/all-bath-body-care
ORPHHCREAM,3,bath-body-care/gift-ideas-body
ORPHHCREAM,4,bath-body-care/hand-care
ORPHHCREAM,5,fragrances/cented-body-care
ORPHHCREAM,6,fragrances/collections/eau-rose
ORPHHCREAM,7,fragrances/tous-les-parfums
ORPHHMIST,1,bath-body-care/all-bath-body-care
ORPHHMIST,2,fragrances
ORPHHMIST,3,fragrances/collections/orpheon
ORPHHMIST,4,fragrances/hair-mists
ORPHHMIST,5,fragrances/tous-les-parfums
ORTIE190,1,home
ORTIE190,2,home/gift-ideas-home
ORTIE190,3,home/scented-candles
ORTIE190,4,home/scented-candles/classic-scented-candles
ORTIE190,5,new-and-trending/summer-scents
OU2,1,home
OU2,2,home/scented-candles
OU2,3,home/scented-candles/classic-scented-candles
OUDP75CV1,1,fragrances
OUDP75CV1,2,fragrances/eaux-de-parfum
OUDP75CV1,3,fragrances/tous-les-parfums
OY2,1,home
OY2,2,home/scented-candles
OY2,3,home/scented-candles/classic-scented-candles
OY2,4,new-and-trending/summer-scents
OYEDO100V3,1,fragrances
OYEDO100V3,2,fragrances/eaux-de-toilette
OYEDO100V3,3,fragrances/tous-les-parfums
P34BV1,1,home
P34BV1,2,home/best-sellers-home
P34BV1,3,home/collections/34-collection
P34BV1,4,home/diffusers
P34BV1,5,home/diffusers/wax-ovals
DECO01499,1,decoration
DECO01499,2,decoration/objects
DECO01499,3,decoration/ornaments
DECO01499,4,decoration/see-all
DECO01499,5,decoration/tray
DECO01500,1,decoration
DECO01500,2,decoration/objects
DECO01500,3,decoration/ornaments
DECO01500,4,decoration/see-all
DECO01500,5,decoration/tray
DECO01578,1,decoration
DECO01578,2,decoration/objects
DECO01578,3,decoration/ornaments
DECO01578,4,decoration/see-all
DECO01578,5,decoration/tray
PAPBGELV1,1,bath-body-care/body-care
PAPBGELV1,2,fragrances/cented-body-care
PAPBGELV1,3,fragrances/collections/papier
PAPBGELV1,4,new-and-trending
PAPIERHMIST,1,fragrances/collections/papier
PAPIERHMIST,2,fragrances/hair-mists
PAPIERHMIST,3,new-and-trending
ROSHMISTV1,1,fragrances
ROSHMISTV1,2,fragrances/collections/eau-rose
ROSHMISTV1,3,fragrances/gift-ideas-fragrances
ROSHMISTV1,4,fragrances/hair-mists
ROSHMISTV1,5,fragrances/tous-les-parfums
DECO01410,1,decoration/stationery
DECO01410,2,new-and-trending
DECO01417,1,decoration/stationery
DECO01417,2,new-and-trending
CP70VV1,1,home
CP70VV1,2,home/scented-candles
CP70VV1,3,home/scented-candles/small-scented-candles
CP70VV1,4,new-and-trending/summer-scents
MI70VV1,1,home
MI70VV1,2,home/collections/mimosa
MI70VV1,3,home/scented-candles
MI70VV1,4,home/scented-candles/small-scented-candles
MI70VV1,5,new-and-trending/summer-scents
PHILOHMIST,1,fragrances/collections/philosykos
PHIBGELV1,1,bath-body-care
PHIBGELV1,2,bath-body-care/all-bath-body-care
PHIBGELV1,3,bath-body-care/body-care
PHIBGELV1,4,bath-body-care/summer-rituals
PHIBGELV1,5,fragrances/cented-body-care
PHIBGELV1,6,fragrances/collections/philosykos
PHIBGELV1,7,fragrances/tous-les-parfums
PHILOP75CV1,1,fragrances
PHILOP75CV1,2,fragrances/collections/philosykos
PHILOP75CV1,3,fragrances/eaux-de-parfum
PHILOP75CV1,4,fragrances/tous-les-parfums
PHIBLOTIONV1,1,bath-body-care
PHIBLOTIONV1,2,bath-body-care/all-bath-body-care
PHIBLOTIONV1,3,bath-body-care/best-sellers
PHIBLOTIONV1,4,bath-body-care/body-care
PHIBLOTIONV1,5,bath-body-care/summer-rituals
PHIBLOTIONV1,6,fragrances/cented-body-care
PHIBLOTIONV1,7,fragrances/collections/philosykos
PHIBLOTIONV1,8,fragrances/tous-les-parfums
CHOLDER2,1,decoration
CHOLDER2,2,decoration/candle-holders
CHOLDER2,3,decoration/candles-and-accessories
CHOLDER2,4,decoration/objects
CHOLDER2,5,decoration/see-all
CHOLDER2,6,home/accessories
CHOLDER2,7,new-and-trending/summer-scents
DECO01573,1,decoration
DECO01573,2,decoration/dressing
DECO01573,3,decoration/objects
DECO01573,4,decoration/see-all
DECO01570,1,decoration
DECO01570,2,decoration/dressing
DECO01570,3,decoration/objects
DECO01570,4,decoration/see-all
DECO01575,1,decoration
DECO01575,2,decoration/dressing
DECO01575,3,decoration/objects
DECO01575,4,decoration/see-all
DECO01572,1,decoration
DECO01572,2,decoration/dressing
DECO01572,3,decoration/objects
DECO01572,4,decoration/see-all
DECO01574,1,decoration
DECO01574,2,decoration/dressing
DECO01574,3,decoration/objects
DECO01574,4,decoration/see-all
DECO01571,1,decoration
DECO01571,2,decoration/dressing
DECO01571,3,decoration/objects
DECO01571,4,decoration/see-all
PREM06100,1,fragrances
PREM06100,2,fragrances/best-sellers-fragrances
PREM06100,3,fragrances/eaux-de-ledd
PREM06100,4,fragrances/eaux-de-parfum
DECO01388,1,decoration
DECO01388,2,decoration/best-seller-deco
DECO01388,3,decoration/candles-and-accessories
DECO01388,4,decoration/lids-and-snuffers
DECO01388,5,decoration/objects
DECO01388,6,decoration/see-all
DECO01388,7,home/accessories
CO2,1,home
CO2,2,home/scented-candles
CO2,3,home/scented-candles/classic-scented-candles
DRGCERAMREFIL,1,home
DRGCERAMREFIL,2,home/collections/la-droguerie-collection
DRGCERAMREFIL,3,home/diffusers
DRGCERAMREFIL,4,home/diffusers/inserts
DRGCERAMREFIL,5,home/diffusers/la-droguerie
DRGCERAMREFIL,6,home/gift-ideas-home
RDRGDISHSOAP,1,home
RDRGDISHSOAP,2,home/collections/la-droguerie-collection
RDRGDISHSOAP,3,home/diffusers
RDRGDISHSOAP,4,home/diffusers/inserts
RDRGDISHSOAP,5,home/diffusers/la-droguerie
RDRGDISHSOAP,6,home/gift-ideas-home
RHANDSCRUB1,1,bath-body-care
RHANDSCRUB1,2,bath-body-care/all-bath-body-care
RHANDSCRUB1,3,bath-body-care/hand-care
RHANDSCRUB1,4,bath-body-care/refills
DECO01405,1,decoration/stationery
DECO01405,2,new-and-trending
RDRGMULTICLE,1,home
RDRGMULTICLE,2,home/collections/la-droguerie-collection
RDRGMULTICLE,3,home/diffusers
RDRGMULTICLE,4,home/diffusers/inserts
RDRGMULTICLE,5,home/diffusers/la-droguerie
RDRGMULTICLE,6,home/gift-ideas-home
RHANDSOAP1,1,bath-body-care
RHANDSOAP1,2,bath-body-care/all-bath-body-care
RHANDSOAP1,3,bath-body-care/hand-care
RHANDSOAP1,4,bath-body-care/refills
RHANDLOTION1,1,bath-body-care
RHANDLOTION1,2,bath-body-care/all-bath-body-care
RHANDLOTION1,3,bath-body-care/hand-care
RHANDLOTION1,4,bath-body-care/refills
REFREED34B2L,1,home/diffusers/home-fragrance-diffusers
REFREEDAB2L,1,home/diffusers/home-fragrance-diffusers
REFREEDAMB,1,home/diffusers/home-fragrance-diffusers
REFREEDB2L,1,home/diffusers/home-fragrance-diffusers
RHUBA190,1,home
RHUBA190,2,home/gift-ideas-home
RHUBA190,3,home/scented-candles
RHUBA190,4,home/scented-candles/classic-scented-candles
RHUBA190,5,new-and-trending/summer-scents
DECO01387,1,decoration
DECO01387,2,decoration/best-seller-deco
DECO01387,3,decoration/candle-holders
DECO01387,4,decoration/candles-and-accessories
DECO01387,5,decoration/objects
DECO01387,6,decoration/see-all
DECO00785,1,decoration
DECO00785,2,decoration/objects
DECO00785,3,decoration/ornaments
DECO00785,4,decoration/see-all
DECO00785,5,decoration/tray
CREMECORPS1,1,bath-body-care
CREMECORPS1,2,bath-body-care/all-bath-body-care
CREMECORPS1,3,bath-body-care/best-sellers
CREMECORPS1,4,bath-body-care/body-care
ROSBGEL,1,bath-body-care
ROSBGEL,2,bath-body-care/all-bath-body-care
ROSBGEL,3,bath-body-care/best-sellers
ROSBGEL,4,bath-body-care/body-care
ROSBGEL,5,new-and-trending
GR2,1,home
GR2,2,home/scented-candles
GR2,3,home/scented-candles/classic-scented-candles
ROSEROC100,1,fragrances/collections/ledd
ROSEROC100,2,fragrances/eaux-de-ledd
ROSEROC100,3,fragrances/eaux-de-parfum
ROSEROC100,4,fragrances/tous-les-parfums
ROSEROC100,5,new-and-trending
RO600,1,home
RO600,2,home/collections/rose
RO600,3,home/scented-candles
RO600,4,home/scented-candles/colored-scented-candles
RO3,1,home
RO3,2,home/best-sellers-home
RO3,3,home/collections/rose
RO3,4,home/scented-candles
RO3,5,home/scented-candles/classic-scented-candles
RO1500,1,home/scented-candles/extra-large-scented-candles
RO1500,2,new-and-trending/summer-scents
CNREFREEROV1,1,home
CNREFREEROV1,2,home/collections/rose
CNREFREEROV1,3,home/diffusers
CNREFREEROV1,4,home/diffusers/home-fragrance-diffusers
CNREFREEROV1,5,home/diffusers/inserts
HGRORCARB3,1,home
HGRORCARB3,2,home/collections/rose
HGRORCARB3,3,home/diffusers
HGRORCARB3,4,home/diffusers/hourglass-diffuser
HGRORCARB3,5,home/diffusers/inserts
CAPSRO,1,home
CAPSRO,2,home/collections/rose
CAPSRO,3,home/diffusers
CAPSRO,4,home/diffusers/diffuseurs-electriques
CAPSRO,5,home/diffusers/inserts
DECO01593,1,decoration
DECO01593,2,decoration/lids-and-snuffers
DECO01593,3,new-and-trending
VRO,1,home
VRO,2,home/collections/rose
VRO,3,home/diffusers
VRO,4,home/room-sprays
PRO,1,home
PRO,2,home/collections/rose
PRO,3,home/diffusers
PRO,4,home/diffusers/wax-ovals
RO70V,1,home
RO70V,2,home/collections/rose
RO70V,3,home/scented-candles
RO70V,4,home/scented-candles/small-scented-candles
RSOLIDEFDP,1,fragrances
RSOLIDEFDP,2,fragrances/solid-perfumes
SA3,1,home/scented-candles/classic-scented-candles
HG34BCARB3,1,home/collections/34-collection
HG34BCARB3,2,home/diffusers
HG34BCARB3,3,home/diffusers/hourglass-diffuser
HG34BRCARB3,1,home
HG34BRCARB3,2,home/collections/34-collection
HG34BRCARB3,3,home/diffusers
HG34BRCARB3,4,home/diffusers/hourglass-diffuser
HG34BRCARB3,5,home/diffusers/inserts
HGFICARB3,1,home/collections/figuier
HGFICARB3,2,home/diffusers
HGFICARB3,3,home/diffusers/hourglass-diffuser
HGFICARB3,4,new-and-trending/summer-scents
HGFOCARB3,1,home/collections/fleur-d-oranger
HGFOCARB3,2,home/diffusers
HGFOCARB3,3,home/diffusers/hourglass-diffuser
HGFOCARB3,4,new-and-trending/summer-scents
HGROCARB3,1,home/best-sellers-home
HGROCARB3,2,home/collections/rose
HGROCARB3,3,home/diffusers
HGROCARB3,4,home/diffusers/hourglass-diffuser
SATINOILV1,1,bath-body-care
SATINOILV1,2,bath-body-care/all-bath-body-care
SATINOILV1,3,bath-body-care/best-sellers
SATINOILV1,4,bath-body-care/body-care
SATINOILV1,5,bath-body-care/gift-ideas-body
S34BV1,1,bath-body-care
S34BV1,2,bath-body-care/all-bath-body-care
S34BV1,3,bath-body-care/body-care
S34BV1,4,fragrances/cented-body-care
S34BV1,5,fragrances/collections/34-boulevard-saint-germain
S34BV1,6,fragrances/tous-les-parfums
SESAM190,1,home
SESAM190,2,home/gift-ideas-home
SESAM190,3,home/scented-candles
SESAM190,4,home/scented-candles/classic-scented-candles
COFPARFPMINI,1,fragrances/collections/ledd
COFPARFPMINI,2,fragrances/eaux-de-ledd
COFPARFPMINI,3,fragrances/eaux-de-parfum
COFPARFPMINI,4,fragrances/tous-les-parfums
COFPARFPMINI,5,new-and-trending
COF3BG10,1,home
COF3BG10,2,home/gift-ideas-home
COF3BG10,3,home/scented-candles
SET5X35EL,1,home
SET5X35EL,2,home/gift-ideas-home
SET5X35EL,3,home/scented-candles
SET5X35EL,4,home/scented-candles/small-scented-candles
SET5X35EL,5,new-and-trending
DECO01383,1,decoration
DECO01383,2,decoration/candles-and-accessories
DECO01383,3,decoration/objects
DECO01383,4,decoration/see-all
DECO01383,5,decoration/stands
SHISO190,1,home
SHISO190,2,home/gift-ideas-home
SHISO190,3,home/scented-candles
SHISO190,4,home/scented-candles/classic-scented-candles
SHISO190,5,new-and-trending/summer-scents
DECO01373,1,decoration
DECO01373,2,decoration/dressing
DECO01373,3,decoration/objects
DECO01373,4,decoration/see-all
DECO00712,1,decoration
DECO00712,2,decoration/best-seller-deco
DECO00712,3,decoration/objects
DECO00712,4,decoration/ornaments
DECO00712,5,decoration/see-all
DECO00712,6,decoration/vases
BODYSCRUB3,1,bath-body-care
BODYSCRUB3,2,bath-body-care/all-bath-body-care
BODYSCRUB3,3,bath-body-care/best-sellers
BODYSCRUB3,4,bath-body-care/body-care
BODYSCRUB3,5,bath-body-care/summer-rituals
DECO01370,1,decoration
DECO01370,2,decoration/dressing
DECO01370,3,decoration/objects
DECO01370,4,decoration/see-all
DECO01370,5,decoration/tray
HANDSOAPG1,1,bath-body-care
HANDSOAPG1,2,bath-body-care/all-bath-body-care
HANDSOAPG1,3,bath-body-care/best-sellers
HANDSOAPG1,4,bath-body-care/hand-care
SOLIDFLEUR,1,fragrances
SOLIDFLEUR,2,fragrances/solid-perfumes
SENSBLOT,1,bath-body-care/summer-rituals
SUM26CLDARCN,1,bath-body-care/summer-rituals
SUM26CLDARCN,2,fragrances
SUM26CLDARCN,3,fragrances/best-sellers-fragrances
SUM26CLDARCN,4,fragrances/tous-les-parfums
SUM26CLDARCN,5,new-and-trending
SUM26CLDARCN,6,new-and-trending/summer-scents
SUM26CLDARCN,7,new-and-trending/summer2026
DECO01407,1,decoration/stationery
DECO01407,2,new-and-trending
TAMDAOP75CV1,1,fragrances
TAMDAOP75CV1,2,fragrances/best-sellers-fragrances
TAMDAOP75CV1,3,fragrances/collections/collections-tam-dao
TAMDAOP75CV1,4,fragrances/eaux-de-parfum
TAMDAOP75CV1,5,fragrances/tous-les-parfums
TAMDAO100V2,1,fragrances
TAMDAO100V2,2,fragrances/collections/collections-tam-dao
TAMDAO100V2,3,fragrances/eaux-de-toilette
TAMDAO100V2,4,fragrances/tous-les-parfums
RPCA001,1,home
RPCA001,2,home/gift-ideas-home
RPCA001,3,home/scented-candles
RPCA001,4,home/scented-candles/valley-of-time-scented-candles
PCA001,1,home
PCA001,2,home/gift-ideas-home
PCA001,3,home/scented-candles
PCA001,4,home/scented-candles/valley-of-time-scented-candles
TEMPOP75CV1,1,fragrances
TEMPOP75CV1,2,fragrances/eaux-de-parfum
TEMPOP75CV1,3,fragrances/tous-les-parfums
RPCA002,1,home
RPCA002,2,home/gift-ideas-home
RPCA002,3,home/scented-candles
RPCA002,4,home/scented-candles/valley-of-time-scented-candles
PCA002,1,home
PCA002,2,home/gift-ideas-home
PCA002,3,home/scented-candles
PCA002,4,home/scented-candles/valley-of-time-scented-candles
T3,1,home
T3,2,home/scented-candles
T3,3,home/scented-candles/classic-scented-candles
DECO01190,1,decoration
DECO01190,2,decoration/candles-and-accessories
DECO01190,3,decoration/objects
DECO01190,4,decoration/ornaments
DECO01190,5,decoration/see-all
DECO01587,1,decoration
DECO01587,2,decoration/ornaments
DECO01587,3,decoration/vases
DECO01587,4,new-and-trending
DECO01385,1,decoration
DECO01385,2,decoration/best-seller-deco
DECO01385,3,decoration/candle-holders
DECO01385,4,decoration/candles-and-accessories
DECO01385,5,decoration/objects
DECO01385,6,decoration/see-all
DECO01385,7,home/accessories
DECO01385,8,new-and-trending/summer-scents
TBR3,1,home
TBR3,2,home/collections/tubereuse
TBR3,3,home/scented-candles
TBR3,4,home/scented-candles/medium-scented-candles
TB600,1,home
TB600,2,home/collections/tubereuse
TB600,3,home/scented-candles
TB600,4,home/scented-candles/colored-scented-candles
TB2,1,home
TB2,2,home/best-sellers-home
TB2,3,home/collections/tubereuse
TB2,4,home/scented-candles
TB2,5,home/scented-candles/classic-scented-candles
REFREEDTB,1,home
REFREEDTB,2,home/collections/tubereuse
REFREEDTB,3,home/diffusers
