sku,relation_type,sort_order,related_text
34B600,pairing,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
34B600,pairing,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
34B600,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
34B600,cross_sell,2,竖纹玻璃烛罩 CNY 4200 [DECO00722]
34B600,upgrade,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
34B600,upgrade,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
34B600,upgrade,3,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
34B600,upgrade,4,超大号香氛蜡烛-圣日尔曼大道34号 CNY 3400 [34B1500V1]
34B600,upgrade,5,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
34B600,upgrade,6,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
34B600,upgrade,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
34B1500V1,pairing,1,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
34B1500V1,pairing,2,超大号香氛蜡烛-炭木香 CNY 3400 [FB15001]
34B1500V1,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
34B1500V1,cross_sell,2,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
34B1500V1,upgrade,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
34B1500V1,upgrade,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
34B1500V1,upgrade,3,大号香氛蜡烛-圣日尔曼大道34号 CNY 1800 [34B600]
34B1500V1,upgrade,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
34B1500V1,upgrade,5,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
34B1500V1,upgrade,6,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
34B1500V1,upgrade,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
34B300V1,pairing,1,大号香氛蜡烛-玫瑰 CNY 1800 [RO600]
34B300V1,pairing,2,中号香氛蜡烛-浆果香 CNY 920 [BN3]
34B300V1,related,1,香氛蜡烛-玫瑰 CNY 630 [RO3]
34B300V1,related,2,香氛蜡烛-浆果香 CNY 630 [B2]
34B300V1,related,3,香氛蜡烛-无花果 CNY 630 [FI2]
34B300V1,related,4,香氛蜡烛-琥珀 CNY 630 [AB1]
34B300V1,related,5,香氛蜡烛-茶树 CNY 630 [T3]
34B300V1,related,6,香氛蜡烛-薄荷 CNY 630 [MV2]
34B300V1,related,7,香氛蜡烛-小苍兰 CNY 630 [FR3]
34B300V1,related,8,香氛蜡烛-含羞草 CNY 630 [MI3]
34B300V1,related,9,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
34B300V1,related,10,中号香氛蜡烛-浆果香 CNY 920 [BN3]
34B300V1,related,11,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
34B300V1,related,12,中号香氛蜡烛-无花果 CNY 920 [FIV3]
34B300V1,related,13,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
34B300V1,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
34B300V1,cross_sell,2,竖纹玻璃烛罩 CNY 4200 [DECO00722]
34B300V1,upgrade,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
34B300V1,upgrade,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
34B300V1,upgrade,3,大号香氛蜡烛-圣日尔曼大道34号 CNY 1800 [34B600]
34B300V1,upgrade,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
34B300V1,upgrade,5,超大号香氛蜡烛-圣日尔曼大道34号 CNY 3400 [34B1500V1]
34B300V1,upgrade,6,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
34B300V1,upgrade,7,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
34B300V1,upgrade,8,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
34BEDP75V1,pairing,1,圣日尔曼大道34号淡香水 CNY 1500 [34BEDT100V1]
34BEDP75V1,pairing,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
34BEDP75V1,related,1,肌肤之花淡香精 CNY 1650 [FLEURP75CV1]
34BEDP75V1,related,2,希腊无花果香调淡香精 CNY 1650 [PHILOP75CV1]
34BEDP75V1,related,3,杜耶尔淡香精 CNY 1650 [DUELLEP75CV1]
34BEDP75V1,related,4,旅行之水淡香精 CNY 2390 [MEASTP75C]
34BEDP75V1,related,5,帕劳乌木香调淡香精 CNY 1650 [OUDP75CV1]
34BEDP75V1,related,6,杜桑淡香精 CNY 1650 [DOSONP75CV1]
34BEDP75V1,related,7,玫瑰香调淡香精 CNY 1650 [ROSEP75C]
34BEDP75V1,related,8,奥费恩淡香精 CNY 1650 [ORPHP75C]
34BEDP75V1,related,9,谭道淡香精 CNY 1650 [TAMDAOP75CV1]
34BEDP75V1,cross_sell,1,圣日尔曼大道34号 - 香氛皂 CNY 370 [S34BV1]
34BEDP75V1,upgrade,1,圣日尔曼大道34号 - 香氛皂 CNY 370 [S34BV1]
REFREED34BV1,pairing,1,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREED34BV1,pairing,2,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREED34BV1,related,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
REFREED34BV1,related,2,浆果香室内香氛蜡 CNY 580 [PB]
REFREED34BV1,related,3,希腊无花果室内香氛蜡 CNY 580 [PFI]
REFREED34BV1,related,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
REFREED34BV1,related,5,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
REFREED34BV1,related,6,罗勒除味室内喷雾 CNY 600 [VDRG150]
REFREED34BV1,related,7,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREED34BV1,related,8,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREED34BV1,related,9,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
REFREED34BV1,related,10,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREED34BV1,upgrade,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
REFREED34BV1,upgrade,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
REFREED34BV1,upgrade,3,大号香氛蜡烛-圣日尔曼大道34号 CNY 1800 [34B600]
REFREED34BV1,upgrade,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
REFREED34BV1,upgrade,5,超大号香氛蜡烛-圣日尔曼大道34号 CNY 3400 [34B1500V1]
REFREED34BV1,upgrade,6,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
REFREED34BV1,upgrade,7,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
REFREED34BV1,upgrade,8,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
CAPS34V1,pairing,1,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
CAPS34V1,pairing,2,便携式电子扩香器 CNY 1180 [ELECPLUG]
CAPS34V1,related,1,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
CAPS34V1,related,2,橙花 - 电子扩香器香氛补充包 CNY 450 [CAPSFO]
CAPS34V1,related,3,生姜扩香器香氛补充包 CNY 450 [CAPSGG]
CAPS34V1,related,4,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
CAPS34V1,related,5,晚香玉扩香器香氛补充包 CNY 450 [CAPSTB]
CAPS34V1,related,6,希腊无花果扩香器香氛补充包 CNY 450 [CAPSFI1]
CAPS34V1,related,7,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CAPS34V1,related,8,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
CAPS34V1,cross_sell,1,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
CAPS34V1,upgrade,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
CAPS34V1,upgrade,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
CAPS34V1,upgrade,3,大号香氛蜡烛-圣日尔曼大道34号 CNY 1800 [34B600]
CAPS34V1,upgrade,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
CAPS34V1,upgrade,5,超大号香氛蜡烛-圣日尔曼大道34号 CNY 3400 [34B1500V1]
CAPS34V1,upgrade,6,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
CAPS34V1,upgrade,7,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
V34BV2,pairing,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
V34BV2,pairing,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
V34BV2,related,1,琥珀 - 室内喷雾 CNY 600 [VAB]
V34BV2,related,2,浆果香 - 室内喷雾 CNY 600 [VBV1]
V34BV2,related,3,生姜室内喷雾 CNY 600 [VGGV1]
V34BV2,related,4,无花果 - 室内喷雾 CNY 600 [VFI]
V34BV2,related,5,晚香玉 - 室内喷雾 CNY 600 [VTB]
V34BV2,related,6,含羞草室内喷雾 CNY 600 [VMIV1]
V34BV2,related,7,玫瑰 - 室内喷雾 CNY 600 [VRO]
V34BV2,related,8,橙花 - 室内喷雾 CNY 600 [VFOV1]
V34BV2,cross_sell,1,浆果香 - 室内喷雾 CNY 600 [VBV1]
V34BV2,upgrade,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
V34BV2,upgrade,2,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
V34BV2,upgrade,3,大号香氛蜡烛-圣日尔曼大道34号 CNY 1800 [34B600]
V34BV2,upgrade,4,超大号香氛蜡烛-圣日尔曼大道34号 CNY 3400 [34B1500V1]
V34BV2,upgrade,5,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
V34BV2,upgrade,6,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
V34BV2,upgrade,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
34BEDT100V1,pairing,1,圣日尔曼大道34号室内香氛蜡 CNY 580 [P34BV1]
34BEDT100V1,pairing,2,大号香氛蜡烛-圣日尔曼大道34号 CNY 1800 [34B600]
34BEDT100V1,related,1,谭道淡香水 CNY 1050 [TAMDAO50V2]
34BEDT100V1,related,2,谭道淡香水 CNY 1420 [TAMDAO100V2]
34BEDT100V1,related,3,影中之水淡香水 CNY 1050 [OMBRE50V2]
34BEDT100V1,related,4,东京淡香水 CNY 1420 [OYEDO100V3]
34BEDT100V1,related,5,东京淡香水 CNY 1050 [OYEDO50V3]
34BEDT100V1,related,6,希腊无花果香调淡香水 CNY 1050 [PHILO50V2]
34BEDT100V1,related,7,希腊无花果香调淡香水 CNY 1420 [PHILO100V2]
34BEDT100V1,related,8,纸上淡香水 CNY 1050 [PAPIER50]
34BEDT100V1,related,9,纸上淡香水 CNY 1420 [PAPIER100]
34BEDT100V1,related,10,玫瑰香调淡香水 CNY 1420 [ROSE100V2]
34BEDT100V1,related,11,感官之水淡香水 CNY 1420 [SENS100V2]
34BEDT100V1,related,12,玫瑰香调淡香水 CNY 1050 [ROSE50V2]
34BEDT100V1,related,13,杜桑淡香水 CNY 1420 [DOSON100V2]
34BEDT100V1,related,14,感官之水淡香水 CNY 1050 [SENS50V2]
34BEDT100V1,related,15,影中之水 - 淡香水 CNY 1420 [OMBRE100V2]
34BEDT100V1,related,16,奥利恩淡香水 CNY 1050 [OLENE50V3]
34BEDT100V1,related,17,天竺葵香调淡香水 CNY 1420 [GERA100V2]
34BEDT100V1,cross_sell,1,圣日尔曼大道34号 - 香氛皂 CNY 370 [S34BV1]
34BEDT100V1,upgrade,1,圣日尔曼大道34号 - 香氛皂 CNY 370 [S34BV1]
DECO01069,pairing,1,香氛蜡烛-琥珀 CNY 630 [AB1]
DECO01069,pairing,2,金字塔玻璃烛罩 CNY 2550 [DECO01070]
DECO01069,related,1,螺旋玻璃烛罩 CNY 3900 [BZHOLDLENS]
DECO01069,related,2,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
DECO01069,related,3,竖纹玻璃烛罩 CNY 4200 [DECO00722]
DECO01069,related,4,灯笼玻璃烛罩 CNY 3700 [DECO01385]
DECO01069,related,5,全曲线玻璃烛罩 L CNY 1290 [CHOLDER4LV1]
DECO01069,related,6,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
DECO01069,related,7,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
ABA3,pairing,1,香氛蜡烛-晚香玉 CNY 630 [TB2]
ABA3,pairing,2,香氛蜡烛-琥珀 CNY 630 [AB1]
ABA3,related,1,香氛蜡烛-玫瑰 CNY 630 [RO3]
ABA3,related,2,香氛蜡烛-浆果香 CNY 630 [B2]
ABA3,related,3,香氛蜡烛-无花果 CNY 630 [FI2]
ABA3,related,4,香氛蜡烛-琥珀 CNY 630 [AB1]
ABA3,related,5,香氛蜡烛-茶树 CNY 630 [T3]
ABA3,related,6,香氛蜡烛-薄荷 CNY 630 [MV2]
ABA3,related,7,香氛蜡烛-小苍兰 CNY 630 [FR3]
ABA3,related,8,香氛蜡烛-含羞草 CNY 630 [MI3]
ABA3,related,9,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
ABA3,related,10,中号香氛蜡烛-浆果香 CNY 920 [BN3]
ABA3,related,11,中号香氛蜡烛-无花果 CNY 920 [FIV3]
ABA3,related,12,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
ABA3,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
ABA3,cross_sell,2,竖纹玻璃烛罩 CNY 4200 [DECO00722]
ABA3,upgrade,1,迷你香氛蜡烛-琥珀 CNY 370 [AB70V]
ABA3,upgrade,2,琥珀 - 室内喷雾 CNY 600 [VAB]
ABA3,upgrade,3,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
AB1,pairing,1,水墨画陶瓷灭烛罩 CNY 550 [DECO01282]
AB1,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
AB1,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
AB1,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
AB1,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
AB1,related,5,香氛蜡烛-玫瑰 CNY 630 [RO3]
AB1,related,6,香氛蜡烛-浆果香 CNY 630 [B2]
AB1,related,7,香氛蜡烛-无花果 CNY 630 [FI2]
AB1,related,8,香氛蜡烛-茶树 CNY 630 [T3]
AB1,related,9,香氛蜡烛-薄荷 CNY 630 [MV2]
AB1,related,10,香氛蜡烛-小苍兰 CNY 630 [FR3]
AB1,related,11,香氛蜡烛-含羞草 CNY 630 [MI3]
AB1,related,12,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
AB1,related,13,中号香氛蜡烛-浆果香 CNY 920 [BN3]
AB1,related,14,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
AB1,related,15,中号香氛蜡烛-无花果 CNY 920 [FIV3]
AB1,related,16,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
AB1,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
AB1,cross_sell,2,竖纹玻璃烛罩 L CNY 1190 [CHOLDER2L]
AB1,upgrade,1,迷你香氛蜡烛-琥珀 CNY 370 [AB70V]
AB1,upgrade,2,琥珀 - 室内喷雾 CNY 600 [VAB]
AB1,upgrade,3,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
AMB1500,pairing,1,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
AMB1500,related,1,琥珀烛台香氛蜡烛 CNY 790 [XM23TAPCDLB]
AMB1500,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
AMB1500,cross_sell,2,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
AMB1500,upgrade,1,迷你香氛蜡烛-琥珀 CNY 370 [AB70V]
AMB1500,upgrade,2,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
AMB1500,upgrade,3,琥珀 - 室内喷雾 CNY 600 [VAB]
VAB,related,1,浆果香 - 室内喷雾 CNY 600 [VBV1]
VAB,related,2,生姜室内喷雾 CNY 600 [VGGV1]
VAB,related,3,无花果 - 室内喷雾 CNY 600 [VFI]
VAB,related,4,晚香玉 - 室内喷雾 CNY 600 [VTB]
VAB,related,5,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
VAB,related,6,含羞草室内喷雾 CNY 600 [VMIV1]
VAB,related,7,玫瑰 - 室内喷雾 CNY 600 [VRO]
VAB,related,8,橙花 - 室内喷雾 CNY 600 [VFOV1]
VAB,cross_sell,1,浆果香 - 室内喷雾 CNY 600 [VBV1]
VAB,upgrade,1,迷你香氛蜡烛-琥珀 CNY 370 [AB70V]
VAB,upgrade,2,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
TAPCDLAB,related,1,浆果香烛台香氛蜡烛 CNY 250 [TAPCDLB1]
TAPCDLAB,related,2,炭木香烛台香氛蜡烛 CNY 250 [TAPCDLFB]
TAPCDLAB,cross_sell,1,炭木香烛台香氛蜡烛 CNY 250 [TAPCDLFB]
TAPCDLAB,upgrade,1,炭木香烛台香氛蜡烛 CNY 250 [TAPCDLFB]
TAPCDLAB,upgrade,2,浆果香烛台香氛蜡烛 CNY 250 [TAPCDLB1]
AB70V,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
AB70V,cross_sell,2,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
AB70V,upgrade,1,琥珀 - 室内喷雾 CNY 600 [VAB]
AB70V,upgrade,2,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
CAPSAB,related,1,橙花 - 电子扩香器香氛补充包 CNY 450 [CAPSFO]
CAPSAB,related,2,生姜扩香器香氛补充包 CNY 450 [CAPSGG]
CAPSAB,related,3,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
CAPSAB,related,4,晚香玉扩香器香氛补充包 CNY 450 [CAPSTB]
CAPSAB,related,5,希腊无花果扩香器香氛补充包 CNY 450 [CAPSFI1]
CAPSAB,related,6,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CAPSAB,related,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
CAPSAB,related,8,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
CAPSAB,cross_sell,1,电子扩香器 CNY 3000 [ELECTRICDIF]
CAPSAB,upgrade,1,迷你香氛蜡烛-琥珀 CNY 370 [AB70V]
CAPSAB,upgrade,2,琥珀 - 室内喷雾 CNY 600 [VAB]
B1500,pairing,1,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
B1500,pairing,2,浆果香室内扩香摆件补充瓶 CNY 5300 [REFREEDB2L]
B1500,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
B1500,cross_sell,2,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
B1500,upgrade,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
B1500,upgrade,2,浆果香 - 摇摆扩香器补充装 CNY 480 [TREFB1CULBUT]
B1500,upgrade,3,大号香氛蜡烛-浆果香 CNY 1800 [B600]
B1500,upgrade,4,迷你香氛蜡烛-浆果香 CNY 370 [B70V]
B1500,upgrade,5,浆果香室内香氛蜡 CNY 580 [PB]
B1500,upgrade,6,浆果香 - 室内喷雾 CNY 600 [VBV1]
B1500,upgrade,7,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
B1500,upgrade,8,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
B1500,upgrade,9,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
B1500,upgrade,10,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREEDB,related,1,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
REFREEDB,related,2,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREEDB,related,3,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREEDB,related,4,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREEDB,related,5,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREEDB,related,6,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDB,related,7,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
REFREEDB,related,8,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDB,upgrade,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
REFREEDB,upgrade,2,浆果香 - 摇摆扩香器补充装 CNY 480 [TREFB1CULBUT]
REFREEDB,upgrade,3,超大号香氛蜡烛-浆果香 CNY 3400 [B1500]
REFREEDB,upgrade,4,大号香氛蜡烛-浆果香 CNY 1800 [B600]
REFREEDB,upgrade,5,迷你香氛蜡烛-浆果香 CNY 370 [B70V]
REFREEDB,upgrade,6,浆果香室内香氛蜡 CNY 580 [PB]
REFREEDB,upgrade,7,浆果香 - 室内喷雾 CNY 600 [VBV1]
REFREEDB,upgrade,8,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
REFREEDB,upgrade,9,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
REFREEDB,upgrade,10,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
HGBCARB3,related,1,希腊无花果扩香精 CNY 1620 [HGFICARB3]
HGBCARB3,related,2,橙花扩香精 CNY 1620 [HGFOCARB3]
HGBCARB3,related,3,生姜扩香精 CNY 1620 [HGGGCARB3]
HGBCARB3,related,4,含羞草 - 扩香精 CNY 1620 [HGMICARB]
HGBCARB3,related,5,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
HGBCARB3,related,6,晚香玉扩香精补充瓶 CNY 500 [HGTBRCARB]
HGBCARB3,related,7,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
HGBCARB3,related,8,希腊无花果扩香精补充瓶 CNY 500 [HGFIRCARB3]
HGBCARB3,related,9,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
HGBCARB3,related,10,橙花扩香精补充瓶 CNY 500 [HGFORCARB3]
HGBCARB3,related,11,生姜 - 扩香精补充瓶 CNY 500 [HGGGRCARB2]
HGBCARB3,related,12,晚香玉扩香精 CNY 1620 [HGTBCARB]
HGBCARB3,related,13,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
HGBCARB3,related,14,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGBCARB3,upgrade,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
HGBCARB3,upgrade,2,浆果香 - 摇摆扩香器补充装 CNY 480 [TREFB1CULBUT]
HGBCARB3,upgrade,3,超大号香氛蜡烛-浆果香 CNY 3400 [B1500]
HGBCARB3,upgrade,4,大号香氛蜡烛-浆果香 CNY 1800 [B600]
HGBCARB3,upgrade,5,迷你香氛蜡烛-浆果香 CNY 370 [B70V]
HGBCARB3,upgrade,6,浆果香室内香氛蜡 CNY 580 [PB]
HGBCARB3,upgrade,7,浆果香 - 室内喷雾 CNY 600 [VBV1]
HGBCARB3,upgrade,8,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
HGBCARB3,upgrade,9,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
HGBCARB3,upgrade,10,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
CAPSB,pairing,1,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
CAPSB,pairing,2,便携式电子扩香器 CNY 1180 [ELECPLUG]
CAPSB,related,1,橙花 - 电子扩香器香氛补充包 CNY 450 [CAPSFO]
CAPSB,related,2,生姜扩香器香氛补充包 CNY 450 [CAPSGG]
CAPSB,related,3,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
CAPSB,related,4,晚香玉扩香器香氛补充包 CNY 450 [CAPSTB]
CAPSB,related,5,希腊无花果扩香器香氛补充包 CNY 450 [CAPSFI1]
CAPSB,related,6,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CAPSB,related,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
CAPSB,related,8,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
CAPSB,cross_sell,1,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
CAPSB,upgrade,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
CAPSB,upgrade,2,浆果香 - 摇摆扩香器补充装 CNY 480 [TREFB1CULBUT]
CAPSB,upgrade,3,超大号香氛蜡烛-浆果香 CNY 3400 [B1500]
CAPSB,upgrade,4,大号香氛蜡烛-浆果香 CNY 1800 [B600]
CAPSB,upgrade,5,迷你香氛蜡烛-浆果香 CNY 370 [B70V]
CAPSB,upgrade,6,浆果香室内香氛蜡 CNY 580 [PB]
CAPSB,upgrade,7,浆果香 - 室内喷雾 CNY 600 [VBV1]
CAPSB,upgrade,8,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
CAPSB,upgrade,9,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
CAPSB,upgrade,10,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
TREFB1CULBUT,cross_sell,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
TREFB1CULBUT,upgrade,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
TREFB1CULBUT,upgrade,2,超大号香氛蜡烛-浆果香 CNY 3400 [B1500]
TREFB1CULBUT,upgrade,3,大号香氛蜡烛-浆果香 CNY 1800 [B600]
TREFB1CULBUT,upgrade,4,迷你香氛蜡烛-浆果香 CNY 370 [B70V]
TREFB1CULBUT,upgrade,5,浆果香室内香氛蜡 CNY 580 [PB]
TREFB1CULBUT,upgrade,6,浆果香 - 室内喷雾 CNY 600 [VBV1]
TREFB1CULBUT,upgrade,7,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
TREFB1CULBUT,upgrade,8,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
TREFB1CULBUT,upgrade,9,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
TREFB1CULBUT,upgrade,10,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
VBV1,related,1,琥珀 - 室内喷雾 CNY 600 [VAB]
VBV1,related,2,生姜室内喷雾 CNY 600 [VGGV1]
VBV1,related,3,无花果 - 室内喷雾 CNY 600 [VFI]
VBV1,related,4,晚香玉 - 室内喷雾 CNY 600 [VTB]
VBV1,related,5,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
VBV1,related,6,含羞草室内喷雾 CNY 600 [VMIV1]
VBV1,related,7,玫瑰 - 室内喷雾 CNY 600 [VRO]
VBV1,related,8,橙花 - 室内喷雾 CNY 600 [VFOV1]
VBV1,cross_sell,1,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
VBV1,upgrade,1,浆果香 - 摇摆扩香器 CNY 2100 [TCULBUTOB]
VBV1,upgrade,2,浆果香 - 摇摆扩香器补充装 CNY 480 [TREFB1CULBUT]
VBV1,upgrade,3,超大号香氛蜡烛-浆果香 CNY 3400 [B1500]
