sku,relation_type,sort_order,related_text
EAU100V2,related,6,别样淡香水 CNY 1420 [AUTRE100V2]
EAU100V2,related,7,维路德淡香精 CNY 1650 [VOLUTEP75CV1]
OMBREP75C,related,1,奥费恩淡香精 CNY 1650 [ORPHP75C]
OMBREP75C,related,2,肌肤之花淡香精 CNY 1650 [FLEURP75CV1]
OMBREP75C,related,3,杜桑淡香精 CNY 1650 [DOSONP75CV1]
OMBREP75C,related,4,谭道淡香精 CNY 1650 [TAMDAOP75CV1]
OMBREP75C,related,5,希腊无花果香调淡香精 CNY 1650 [PHILOP75CV1]
OMBREP75C,related,6,玫瑰香调淡香精 CNY 1650 [ROSEP75C]
OMBREP75C,related,7,巴黎之水淡香精 CNY 1650 [CAPITAP75CV1]
OMBREP75C,related,8,杜耶尔淡香精 CNY 1650 [DUELLEP75CV1]
OMBRE100V2,related,1,谭道淡香水 CNY 1050 [TAMDAO50V2]
OMBRE100V2,related,2,谭道淡香水 CNY 1420 [TAMDAO100V2]
OMBRE100V2,related,3,影中之水淡香水 CNY 1050 [OMBRE50V2]
OMBRE100V2,related,4,东京淡香水 CNY 1420 [OYEDO100V3]
OMBRE100V2,related,5,东京淡香水 CNY 1050 [OYEDO50V3]
OMBRE100V2,related,6,希腊无花果香调淡香水 CNY 1050 [PHILO50V2]
OMBRE100V2,related,7,希腊无花果香调淡香水 CNY 1420 [PHILO100V2]
OMBRE100V2,related,8,纸上淡香水 CNY 1050 [PAPIER50]
OMBRE100V2,related,9,纸上淡香水 CNY 1420 [PAPIER100]
OMBRE100V2,related,10,玫瑰香调淡香水 CNY 1420 [ROSE100V2]
OMBRE100V2,related,11,感官之水淡香水 CNY 1420 [SENS100V2]
OMBRE100V2,related,12,玫瑰香调淡香水 CNY 1050 [ROSE50V2]
OMBRE100V2,related,13,杜桑淡香水 CNY 1420 [DOSON100V2]
OMBRE100V2,related,14,感官之水淡香水 CNY 1050 [SENS50V2]
OMBRE100V2,related,15,圣日尔曼大道34号淡香水 CNY 1500 [34BEDT100V1]
OMBRE100V2,related,16,奥利恩淡香水 CNY 1050 [OLENE50V3]
OMBRE100V2,related,17,天竺葵香调淡香水 CNY 1420 [GERA100V2]
OMBRE50V2,pairing,1,肌肤之花淡香水 CNY 1420 [FLEUR100]
OMBRE50V2,related,1,谭道淡香水 CNY 1050 [TAMDAO50V2]
OMBRE50V2,related,2,谭道淡香水 CNY 1420 [TAMDAO100V2]
OMBRE50V2,related,3,东京淡香水 CNY 1420 [OYEDO100V3]
OMBRE50V2,related,4,东京淡香水 CNY 1050 [OYEDO50V3]
OMBRE50V2,related,5,希腊无花果香调淡香水 CNY 1050 [PHILO50V2]
OMBRE50V2,related,6,希腊无花果香调淡香水 CNY 1420 [PHILO100V2]
OMBRE50V2,related,7,纸上淡香水 CNY 1050 [PAPIER50]
OMBRE50V2,related,8,纸上淡香水 CNY 1420 [PAPIER100]
OMBRE50V2,related,9,玫瑰香调淡香水 CNY 1420 [ROSE100V2]
OMBRE50V2,related,10,感官之水淡香水 CNY 1420 [SENS100V2]
OMBRE50V2,related,11,玫瑰香调淡香水 CNY 1050 [ROSE50V2]
OMBRE50V2,related,12,杜桑淡香水 CNY 1420 [DOSON100V2]
OMBRE50V2,related,13,感官之水淡香水 CNY 1050 [SENS50V2]
OMBRE50V2,related,14,影中之水 - 淡香水 CNY 1420 [OMBRE100V2]
OMBRE50V2,related,15,圣日尔曼大道34号淡香水 CNY 1500 [34BEDT100V1]
OMBRE50V2,related,16,奥利恩淡香水 CNY 1050 [OLENE50V3]
OMBRE50V2,related,17,天竺葵香调淡香水 CNY 1420 [GERA100V2]
VDRG150,pairing,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
VDRG150,related,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
VDRG150,related,2,雪松木衣物香氛陶瓷 - 家居清洁护理系列 CNY 420 [DRGCERAMWOOL]
VDRG150,cross_sell,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
VDRG150,cross_sell,2,橙花餐具清洁液 CNY 370 [DRGDISHSOAP]
VDRG150,upgrade,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
VDRG150,upgrade,2,橙花餐具清洁液 CNY 370 [DRGDISHSOAP]
VDRG150,upgrade,3,橙花餐具清洁液补充装 CNY 250 [RDRGDISHSOAP]
VDRG150,upgrade,4,多用途家居清洁喷雾 CNY 370 [DRGMULTCLEAN]
VDRG150,upgrade,5,多用途家居清洁喷雾补充装 CNY 250 [RDRGMULTICLE]
VDRG150,upgrade,6,蜂蜡皮革及木制品护理剂 CNY 260 [DRGLEATHWOOD]
VDRG150,upgrade,7,雪松木衣物香氛陶瓷 - 家居清洁护理系列 CNY 420 [DRGCERAMWOOL]
VDRG150,upgrade,8,雪松木衣物香氛陶瓷补充装 CNY 190 [DRGCERAMREFIL]
RPCA003,pairing,1,梦幻雨林 CNY 2180 [PCA003]
RPCA003,related,1,时光幽谷 CNY 2180 [PCA005]
RPCA003,related,2,曼妙庄园 CNY 2180 [PCA004]
RPCA003,related,3,梦幻雨林 CNY 2180 [PCA003]
RPCA003,related,4,流金大地 CNY 2180 [PCA002]
RPCA003,related,5,青苔禅寺香氛蜡烛补充装 CNY 940 [RPCA001]
RPCA003,related,6,流金大地香氛蜡烛补充装 CNY 940 [RPCA002]
RPCA003,related,7,曼妙庄园香氛蜡烛补充装 CNY 940 [RPCA004]
RPCA003,related,8,时光幽谷香氛蜡烛补充装 CNY 940 [RPCA005]
RPCA003,cross_sell,1,梦幻雨林 CNY 2180 [PCA003]
RPCA003,upgrade,1,青苔禅寺 CNY 2180 [PCA001]
RPCA003,upgrade,2,曼妙庄园 CNY 2180 [PCA004]
RPCA003,upgrade,3,梦幻雨林 CNY 2180 [PCA003]
RPCA003,upgrade,4,时光幽谷 CNY 2180 [PCA005]
RPCA003,upgrade,5,流金大地 CNY 2180 [PCA002]
RPCA003,upgrade,6,青苔禅寺香氛蜡烛补充装 CNY 940 [RPCA001]
RPCA003,upgrade,7,流金大地香氛蜡烛补充装 CNY 940 [RPCA002]
RPCA003,upgrade,8,曼妙庄园香氛蜡烛补充装 CNY 940 [RPCA004]
RPCA003,upgrade,9,时光幽谷香氛蜡烛补充装 CNY 940 [RPCA005]
PCA003,pairing,1,梦幻雨林香氛蜡烛补充装 CNY 940 [RPCA003]
PCA003,related,1,梦幻雨林香氛蜡烛补充装 CNY 940 [RPCA003]
PCA003,cross_sell,1,梦幻雨林香氛蜡烛补充装 CNY 940 [RPCA003]
RPCA005,pairing,1,时光幽谷 CNY 2180 [PCA005]
RPCA005,pairing,2,潮汐月影淡香精 CNY 2700 [LUNAMAR100]
RPCA005,related,1,时光幽谷 CNY 2180 [PCA005]
RPCA005,related,2,曼妙庄园 CNY 2180 [PCA004]
RPCA005,related,3,梦幻雨林 CNY 2180 [PCA003]
RPCA005,related,4,流金大地 CNY 2180 [PCA002]
RPCA005,related,5,青苔禅寺香氛蜡烛补充装 CNY 940 [RPCA001]
RPCA005,related,6,流金大地香氛蜡烛补充装 CNY 940 [RPCA002]
RPCA005,related,7,梦幻雨林香氛蜡烛补充装 CNY 940 [RPCA003]
RPCA005,related,8,曼妙庄园香氛蜡烛补充装 CNY 940 [RPCA004]
RPCA005,cross_sell,1,时光幽谷 CNY 2180 [PCA005]
RPCA005,upgrade,1,青苔禅寺 CNY 2180 [PCA001]
RPCA005,upgrade,2,曼妙庄园 CNY 2180 [PCA004]
RPCA005,upgrade,3,梦幻雨林 CNY 2180 [PCA003]
RPCA005,upgrade,4,时光幽谷 CNY 2180 [PCA005]
RPCA005,upgrade,5,流金大地 CNY 2180 [PCA002]
RPCA005,upgrade,6,青苔禅寺香氛蜡烛补充装 CNY 940 [RPCA001]
RPCA005,upgrade,7,流金大地香氛蜡烛补充装 CNY 940 [RPCA002]
RPCA005,upgrade,8,梦幻雨林香氛蜡烛补充装 CNY 940 [RPCA003]
RPCA005,upgrade,9,曼妙庄园香氛蜡烛补充装 CNY 940 [RPCA004]
PCA005,pairing,1,时光幽谷香氛蜡烛补充装 CNY 940 [RPCA005]
PCA005,pairing,2,潮汐月影淡香精 CNY 2700 [LUNAMAR100]
PCA005,related,1,时光幽谷香氛蜡烛补充装 CNY 940 [RPCA005]
PCA005,cross_sell,1,时光幽谷香氛蜡烛补充装 CNY 940 [RPCA005]
DECO01620,pairing,1,水墨画陶瓷托盘 M CNY 800 [DECO01625]
DECO01620,pairing,2,风景画陶瓷托盘-无花果 CNY 1050 [DECO01500]
DECO01620,related,1,椭圆漆木收纳托盘 CNY 1680 [DECO01621]
DECO01620,related,2,托盘L-巴西莱 CNY 950 [DECO00786]
DECO01620,related,3,托盘M-飘带 CNY 800 [DECO00785]
DECO01620,related,4,水墨画陶瓷托盘 CNY 1050 [DECO01617]
DECO01620,related,5,椭圆香皂托盘 CNY 520 [DECO01370]
DECO01620,related,6,托盘S-多米诺 CNY 650 [DECO00784]
DECO01620,related,7,椭圆收纳托盘 CNY 800 [DECO01371]
DECO01620,cross_sell,1,椭圆漆木收纳托盘 CNY 1680 [DECO01621]
DECO01620,cross_sell,2,椭圆漆木收纳盒 CNY 2380 [DECO01619]
DECO01621,pairing,1,水墨画陶瓷托盘 L CNY 950 [DECO01626]
DECO01621,pairing,2,风景画陶瓷托盘-无花果 CNY 1050 [DECO01500]
DECO01621,related,1,椭圆漆木收纳托盘 CNY 2380 [DECO01620]
DECO01282,pairing,1,金色防烟灭烛罩 CNY 330 [PSNUFFER]
DECO01282,pairing,2,金色烛芯修剪器 CNY 430 [PWT]
DECO01282,related,1,螺旋玻璃烛罩 CNY 3900 [BZHOLDLENS]
DECO01282,related,2,水墨画陶瓷烛盖 M CNY 640 [DECO00846]
DECO01282,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
DECO01282,related,4,竖纹玻璃烛罩 CNY 4200 [DECO00722]
DECO01282,related,5,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
DECO01282,related,6,灯笼玻璃烛罩 CNY 3700 [DECO01385]
DECO01282,related,7,全曲线玻璃烛罩 L CNY 1290 [CHOLDER4LV1]
DECO01282,related,8,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
DECO00845,related,1,象棋造型烛台 S CNY 640 [DECO01283]
DECO00845,related,2,贝壳造型烛台 M CNY 800 [DECO01379]
DECO00845,cross_sell,1,象棋造型烛台 S CNY 640 [DECO01283]
DECO00845,cross_sell,2,贝壳造型烛台 M CNY 800 [DECO01379]
DECO00846,related,1,螺旋玻璃烛罩 CNY 3900 [BZHOLDLENS]
DECO00846,related,2,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
DECO00846,related,3,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
DECO00846,related,4,竖纹玻璃烛罩 CNY 4200 [DECO00722]
DECO00846,related,5,灯笼玻璃烛罩 CNY 3700 [DECO01385]
DECO00846,related,6,全曲线玻璃烛罩 L CNY 1290 [CHOLDER4LV1]
DECO00846,related,7,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
DECO01374,pairing,1,椭圆平底杯 CNY 560 [DECO01372]
DECO01374,pairing,2,椭圆收纳托盘 CNY 800 [DECO01371]
DECO01374,related,1,椭圆平底杯 CNY 560 [DECO01372]
DECO01374,related,2,椭圆收纳托盘 CNY 800 [DECO01371]
DECO01374,related,3,椭圆收纳罐 S CNY 840 [DECO01373]
DECO01374,related,4,托盘M-飘带 CNY 800 [DECO00785]
DECO01374,related,5,椭圆香皂托盘 CNY 520 [DECO01370]
DECO01374,cross_sell,1,椭圆平底杯 CNY 560 [DECO01372]
DECO01374,cross_sell,2,椭圆收纳罐 S CNY 840 [DECO01373]
CHOLDER2L,pairing,1,星座玻璃烛罩 CNY 1600 [DECO01068]
CHOLDER2L,pairing,2,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
CHOLDER2L,related,1,竖纹玻璃烛罩 S CNY 930 [CHOLDER2]
CHOLDER2L,related,2,螺旋玻璃烛罩 CNY 3900 [BZHOLDLENS]
CHOLDER2L,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
CHOLDER2L,related,4,竖纹玻璃烛罩 CNY 4200 [DECO00722]
CHOLDER2L,related,5,灯笼玻璃烛罩 CNY 3700 [DECO01385]
CHOLDER2L,related,6,全曲线玻璃烛罩 L CNY 1290 [CHOLDER4LV1]
CHOLDER2L,related,7,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
CHOLDER2L,related,8,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
DECO00713,pairing,1,白色蜡质花瓶 S CNY 1080 [DECO00712]
DECO00713,pairing,2,黑色蜡质花瓶 L CNY 1650 [DECO00860]
DECO00713,related,1,白色蜡质花瓶 S CNY 1080 [DECO00712]
DECO00713,related,2,黑色蜡质花瓶 L CNY 1650 [DECO00860]
DECO00713,cross_sell,1,白色蜡质花瓶 S CNY 1080 [DECO00712]
DECO01606,pairing,1,白色蜡质花瓶 L CNY 1650 [DECO00713]
DECO01606,pairing,2,全曲线高脚玻璃花瓶 CNY 2600 [DECO01587]
DECO01606,related,1,竖纹玻璃烛罩 L CNY 1190 [CHOLDER2L]
DECO01606,related,2,无花果绿竖纹玻璃烛罩 CNY 1280 [DECO01601]
DRGLEATHWOOD,pairing,1,橙花餐具清洁液 CNY 370 [DRGDISHSOAP]
DRGLEATHWOOD,related,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
DRGLEATHWOOD,related,2,罗勒除味室内喷雾 CNY 600 [VDRG150]
DRGLEATHWOOD,related,3,雪松木衣物香氛陶瓷 - 家居清洁护理系列 CNY 420 [DRGCERAMWOOL]
DRGLEATHWOOD,cross_sell,1,罗勒除味室内喷雾 CNY 600 [VDRG150]
DRGLEATHWOOD,cross_sell,2,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
DRGLEATHWOOD,upgrade,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
DRGLEATHWOOD,upgrade,2,罗勒除味室内喷雾 CNY 600 [VDRG150]
DRGLEATHWOOD,upgrade,3,橙花餐具清洁液 CNY 370 [DRGDISHSOAP]
DRGLEATHWOOD,upgrade,4,橙花餐具清洁液补充装 CNY 250 [RDRGDISHSOAP]
DRGLEATHWOOD,upgrade,5,多用途家居清洁喷雾 CNY 370 [DRGMULTCLEAN]
DRGLEATHWOOD,upgrade,6,多用途家居清洁喷雾补充装 CNY 250 [RDRGMULTICLE]
DRGLEATHWOOD,upgrade,7,雪松木衣物香氛陶瓷 - 家居清洁护理系列 CNY 420 [DRGCERAMWOOL]
DRGLEATHWOOD,upgrade,8,雪松木衣物香氛陶瓷补充装 CNY 190 [DRGCERAMREFIL]
LY2,pairing,1,香氛蜡烛-含羞草 CNY 630 [MI3]
LY2,pairing,2,香氛蜡烛-茉莉 CNY 630 [JA3]
LY2,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
LY2,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
LY2,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
LY2,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
LY2,related,5,香氛蜡烛-玫瑰 CNY 630 [RO3]
LY2,related,6,香氛蜡烛-浆果香 CNY 630 [B2]
LY2,related,7,香氛蜡烛-无花果 CNY 630 [FI2]
LY2,related,8,香氛蜡烛-琥珀 CNY 630 [AB1]
LY2,related,9,香氛蜡烛-茶树 CNY 630 [T3]
LY2,related,10,香氛蜡烛-薄荷 CNY 630 [MV2]
LY2,related,11,香氛蜡烛-小苍兰 CNY 630 [FR3]
LY2,related,12,香氛蜡烛-含羞草 CNY 630 [MI3]
LY2,related,13,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
LY2,related,14,中号香氛蜡烛-浆果香 CNY 920 [BN3]
LY2,related,15,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
LY2,related,16,中号香氛蜡烛-无花果 CNY 920 [FIV3]
LY2,related,17,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
LY2,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
LY2,cross_sell,2,竖纹玻璃烛罩 L CNY 1190 [CHOLDER2L]
LILYPHEA100,pairing,1,大千之蕴淡香精系列体验套装 CNY 1700 [COFPARFPMINI]
LILYPHEA100,pairing,2,暖木之息淡香精 CNY 2700 [BOISCOR100]
LUNAMAR100,pairing,1,睡莲悠悠淡香精 CNY 2700 [LILYPHEA100]
LUNAMAR100,pairing,2,暗影珊瑚淡香精 CNY 2700 [CORAIL100]
BAUMEMAIN3,cross_sell,1,丝绒护手乳 CNY 640 [HANDLOTIONG]
MV2,pairing,1,香氛蜡烛-胡荽 CNY 630 [CR2]
MV2,pairing,2,香氛蜡烛-茉莉 CNY 630 [JA3]
MV2,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
MV2,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
MV2,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
MV2,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
MV2,related,5,香氛蜡烛-玫瑰 CNY 630 [RO3]
MV2,related,6,香氛蜡烛-炭木香 CNY 630 [FB2]
MV2,related,7,香氛蜡烛-浆果香 CNY 630 [B2]
MV2,related,8,香氛蜡烛-无花果 CNY 630 [FI2]
MV2,related,9,香氛蜡烛-琥珀 CNY 630 [AB1]
MV2,related,10,香氛蜡烛-茶树 CNY 630 [T3]
MV2,related,11,香氛蜡烛-小苍兰 CNY 630 [FR3]
MV2,related,12,香氛蜡烛-含羞草 CNY 630 [MI3]
MV2,related,13,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
MV2,related,14,中号香氛蜡烛-浆果香 CNY 920 [BN3]
MV2,related,15,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
MV2,related,16,中号香氛蜡烛-无花果 CNY 920 [FIV3]
MV2,related,17,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
MV2,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
MV2,cross_sell,2,竖纹玻璃烛罩 L CNY 1190 [CHOLDER2L]
MI3,pairing,1,香氛蜡烛-栀子花 CNY 630 [GA2]
MI3,pairing,2,金色防烟灭烛罩 CNY 330 [PSNUFFER]
MI3,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
MI3,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
MI3,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
MI3,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
MI3,related,5,香氛蜡烛-玫瑰 CNY 630 [RO3]
MI3,related,6,香氛蜡烛-浆果香 CNY 630 [B2]
MI3,related,7,香氛蜡烛-无花果 CNY 630 [FI2]
MI3,related,8,香氛蜡烛-琥珀 CNY 630 [AB1]
MI3,related,9,香氛蜡烛-茶树 CNY 630 [T3]
MI3,related,10,香氛蜡烛-薄荷 CNY 630 [MV2]
MI3,related,11,香氛蜡烛-小苍兰 CNY 630 [FR3]
MI3,related,12,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
MI3,related,13,中号香氛蜡烛-浆果香 CNY 920 [BN3]
MI3,related,14,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
MI3,related,15,中号香氛蜡烛-无花果 CNY 920 [FIV3]
MI3,related,16,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
MI3,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
MI3,cross_sell,2,金字塔玻璃烛罩 CNY 2550 [DECO01070]
MI3,upgrade,1,含羞草 - 扩香精 CNY 1620 [HGMICARB]
MI3,upgrade,2,迷你香氛蜡烛-含羞草 CNY 370 [MI70VV1]
MI3,upgrade,3,含羞草室内喷雾 CNY 600 [VMIV1]
MI3,upgrade,4,含羞草车载扩香器香氛套装 CNY 1040 [CARDIFMIM]
MI3,upgrade,5,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
MI3,upgrade,6,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
MI3,upgrade,7,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
CARDIFMIM,pairing,1,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CARDIFMIM,related,1,无花果车载扩香器香氛套装 CNY 1040 [CARDIFFI1]
CARDIFMIM,related,2,橙花 - 车载扩香器香氛套装 CNY 1040 [CARDIFFO]
CARDIFMIM,related,3,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
CARDIFMIM,related,4,圣日尔曼大道34号车载扩香器香氛套装 CNY 1040 [CARDIF34BV1]
CARDIFMIM,related,5,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
CARDIFMIM,cross_sell,1,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CARDIFMIM,cross_sell,2,浆果香车载扩香器香氛套装 CNY 1040 [CARDIFB]
CARDIFMIM,upgrade,1,含羞草 - 扩香精 CNY 1620 [HGMICARB]
CARDIFMIM,upgrade,2,迷你香氛蜡烛-含羞草 CNY 370 [MI70VV1]
CARDIFMIM,upgrade,3,含羞草室内喷雾 CNY 600 [VMIV1]
CARDIFMIM,upgrade,4,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
CARDIFMIM,upgrade,5,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CARDIFMIM,upgrade,6,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREEDMI,related,1,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
REFREEDMI,related,2,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREEDMI,related,3,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREEDMI,related,4,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREEDMI,related,5,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREEDMI,related,6,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDMI,related,7,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
REFREEDMI,related,8,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDMI,upgrade,1,含羞草 - 扩香精 CNY 1620 [HGMICARB]
REFREEDMI,upgrade,2,迷你香氛蜡烛-含羞草 CNY 370 [MI70VV1]
REFREEDMI,upgrade,3,含羞草室内喷雾 CNY 600 [VMIV1]
REFREEDMI,upgrade,4,含羞草车载扩香器香氛套装 CNY 1040 [CARDIFMIM]
REFREEDMI,upgrade,5,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
REFREEDMI,upgrade,6,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
HGMICARB,related,1,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGMICARB,related,2,希腊无花果扩香精 CNY 1620 [HGFICARB3]
HGMICARB,related,3,橙花扩香精 CNY 1620 [HGFOCARB3]
HGMICARB,related,4,生姜扩香精 CNY 1620 [HGGGCARB3]
HGMICARB,related,5,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
HGMICARB,related,6,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
HGMICARB,related,7,晚香玉扩香精补充瓶 CNY 500 [HGTBRCARB]
HGMICARB,related,8,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
HGMICARB,related,9,希腊无花果扩香精补充瓶 CNY 500 [HGFIRCARB3]
HGMICARB,related,10,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
HGMICARB,related,11,橙花扩香精补充瓶 CNY 500 [HGFORCARB3]
HGMICARB,related,12,生姜 - 扩香精补充瓶 CNY 500 [HGGGRCARB2]
HGMICARB,related,13,晚香玉扩香精 CNY 1620 [HGTBCARB]
HGMICARB,related,14,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
HGMICARB,cross_sell,1,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
HGMICARB,cross_sell,2,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
HGMICARB,upgrade,1,迷你香氛蜡烛-含羞草 CNY 370 [MI70VV1]
HGMICARB,upgrade,2,含羞草室内喷雾 CNY 600 [VMIV1]
HGMICARB,upgrade,3,含羞草车载扩香器香氛套装 CNY 1040 [CARDIFMIM]
HGMICARB,upgrade,4,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
HGMICARB,upgrade,5,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
HGMICARB,upgrade,6,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
HGMIRCARB,related,1,希腊无花果扩香精 CNY 1620 [HGFICARB3]
HGMIRCARB,related,2,橙花扩香精 CNY 1620 [HGFOCARB3]
HGMIRCARB,related,3,生姜扩香精 CNY 1620 [HGGGCARB3]
HGMIRCARB,related,4,含羞草 - 扩香精 CNY 1620 [HGMICARB]
HGMIRCARB,related,5,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
HGMIRCARB,related,6,晚香玉扩香精补充瓶 CNY 500 [HGTBRCARB]
HGMIRCARB,related,7,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
HGMIRCARB,related,8,希腊无花果扩香精补充瓶 CNY 500 [HGFIRCARB3]
HGMIRCARB,related,9,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
HGMIRCARB,related,10,橙花扩香精补充瓶 CNY 500 [HGFORCARB3]
HGMIRCARB,related,11,生姜 - 扩香精补充瓶 CNY 500 [HGGGRCARB2]
HGMIRCARB,related,12,晚香玉扩香精 CNY 1620 [HGTBCARB]
HGMIRCARB,related,13,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
HGMIRCARB,related,14,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGMIRCARB,cross_sell,1,含羞草 - 扩香精 CNY 1620 [HGMICARB]
HGMIRCARB,upgrade,1,含羞草 - 扩香精 CNY 1620 [HGMICARB]
HGMIRCARB,upgrade,2,迷你香氛蜡烛-含羞草 CNY 370 [MI70VV1]
HGMIRCARB,upgrade,3,含羞草室内喷雾 CNY 600 [VMIV1]
HGMIRCARB,upgrade,4,含羞草车载扩香器香氛套装 CNY 1040 [CARDIFMIM]
HGMIRCARB,upgrade,5,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
HGMIRCARB,upgrade,6,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
CAPSMIV1,pairing,1,含羞草车载扩香器香氛套装 CNY 1040 [CARDIFMIM]
CAPSMIV1,pairing,2,便携式电子扩香器 CNY 1180 [ELECPLUG]
CAPSMIV1,related,1,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
CAPSMIV1,related,2,橙花 - 电子扩香器香氛补充包 CNY 450 [CAPSFO]
CAPSMIV1,related,3,生姜扩香器香氛补充包 CNY 450 [CAPSGG]
CAPSMIV1,related,4,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
CAPSMIV1,related,5,晚香玉扩香器香氛补充包 CNY 450 [CAPSTB]
CAPSMIV1,related,6,希腊无花果扩香器香氛补充包 CNY 450 [CAPSFI1]
CAPSMIV1,related,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
CAPSMIV1,related,8,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
CAPSMIV1,cross_sell,1,含羞草车载扩香器香氛套装 CNY 1040 [CARDIFMIM]
CAPSMIV1,upgrade,1,含羞草 - 扩香精 CNY 1620 [HGMICARB]
